txn_id,account_id,bank_id,amount,currency,timestamp,is_dormant_flag,ship_id,hs_code,commodity,unit_price,quantity,origin_port,device_id_hash,ip_address,proxy_vpn_flag,login_entropy_score,label,fraud_type
TXN_5123,ACC_176,BANK_BD_01,34918,USD,2026-02-14 04:09:00,0,SHIP_V_1123,851713,Smartphones,34,1027,Chittagong,DEV_HASH_010,103.178.230.94,0,0.10808834890275637,0,NORMAL
TXN_5124,ACC_295,BANK_UK_02,3888,USD,2026-03-27 15:14:00,0,SHIP_V_1124,382499,Industrial Chemicals,36,108,Port of London,DEV_HASH_026,103.214.168.188,0,0.16749497128180257,0,NORMAL
TXN_5125,ACC_257,BANK_BD_02,95368,USD,2026-03-04 00:57:00,0,SHIP_V_1125,851713,Smartphones,52,1834,Southampton,DEV_HASH_036,103.161.49.57,0,0.12019900313532,0,NORMAL
TXN_5126,ACC_297,BANK_UK_01,31978,USD,2026-01-23 22:32:00,0,SHIP_V_1126,610910,Ready-made Garments,59,542,Singapore,DEV_HASH_002,103.183.184.110,0,0.057088563676697325,0,NORMAL
TXN_5127,ACC_206,BANK_UK_01,4563,USD,2026-02-18 22:57:00,1,SHIP_V_1127,382499,Industrial Chemicals,3,1521,Port of London,DEV_HASH_005,103.234.204.137,1,0.7127169045554458,1,UNDER_INVOICING
TXN_5128,ACC_222,BANK_UK_02,14274,USD,2026-03-15 10:55:00,0,SHIP_V_1128,382499,Industrial Chemicals,18,793,Dhaka,DEV_HASH_016,103.11.209.98,0,0.10409507562469045,0,NORMAL
TXN_5129,ACC_181,BANK_BD_01,2556,USD,2026-01-19 11:20:00,1,SHIP_V_1129,851713,Smartphones,3,852,Southampton,DEV_HASH_002,103.208.6.118,1,0.9392367210068814,1,UNDER_INVOICING
TXN_5130,ACC_107,BANK_UK_01,9308,USD,2026-02-09 06:48:00,0,SHIP_V_1130,610910,Ready-made Garments,52,179,Chittagong,DEV_HASH_013,103.212.110.38,0,0.11022132530608987,0,NORMAL
TXN_5131,ACC_252,BANK_BD_01,30960,USD,2026-01-12 02:29:00,0,SHIP_V_1131,610910,Ready-made Garments,18,1720,Chittagong,DEV_HASH_030,103.170.17.24,0,0.1519182574701669,0,NORMAL
TXN_5132,ACC_110,BANK_BD_01,61072,USD,2026-03-18 07:12:00,0,SHIP_V_1132,854143,Solar Panels,44,1388,Chittagong,DEV_HASH_016,103.42.15.203,0,0.06856667557488809,0,NORMAL
TXN_5133,ACC_213,BANK_BD_01,3616471,USD,2026-02-02 17:35:00,1,SHIP_V_1133,851713,Smartphones,4373,827,Dhaka,DEV_HASH_003,103.114.97.112,1,0.9394911100891565,1,OVER_INVOICING
TXN_5134,ACC_190,BANK_BD_02,95460,USD,2026-03-24 15:05:00,0,SHIP_V_1134,610910,Ready-made Garments,60,1591,Singapore,DEV_HASH_002,103.136.5.138,0,0.2470764391822891,0,NORMAL
TXN_5135,ACC_158,BANK_UK_01,7544,USD,2026-03-26 11:56:00,1,SHIP_V_1135,382499,Industrial Chemicals,4,1886,Port of London,DEV_HASH_002,103.192.79.199,1,0.9671012780873485,1,UNDER_INVOICING
TXN_5136,ACC_259,BANK_BD_02,50690,USD,2026-03-12 18:38:00,0,SHIP_V_1136,382499,Industrial Chemicals,37,1370,Dhaka,DEV_HASH_047,103.73.184.117,0,0.1685991470871866,0,NORMAL
TXN_5137,ACC_259,BANK_BD_02,9786,USD,2026-02-25 11:38:00,0,SHIP_V_1137,854143,Solar Panels,21,466,Port of London,DEV_HASH_031,103.49.123.194,0,0.20655722510455085,0,NORMAL
TXN_5138,ACC_271,BANK_UK_02,27360,USD,2026-03-22 23:36:00,0,SHIP_V_1138,530310,Raw Jute,19,1440,Chittagong,DEV_HASH_010,103.24.138.116,0,0.04483710498755796,0,NORMAL
TXN_5139,ACC_108,BANK_UK_01,2254,USD,2026-02-26 17:06:00,1,SHIP_V_1139,851713,Smartphones,2,1127,Dhaka,DEV_HASH_004,103.207.3.82,1,0.826907958756731,1,UNDER_INVOICING
TXN_5140,ACC_239,BANK_UK_02,49808,USD,2026-01-14 01:44:00,0,SHIP_V_1140,851713,Smartphones,44,1132,Singapore,DEV_HASH_044,103.175.161.170,0,0.09013071088522567,0,NORMAL
TXN_5141,ACC_214,BANK_UK_02,16960,USD,2026-01-05 21:06:00,0,SHIP_V_1141,610910,Ready-made Garments,53,320,Southampton,DEV_HASH_034,103.51.98.141,0,0.2395352313387985,0,NORMAL
TXN_5142,ACC_121,BANK_UK_02,26758,USD,2026-02-14 02:45:00,0,SHIP_V_1142,530310,Raw Jute,34,787,Port of London,DEV_HASH_040,103.161.234.36,0,0.21047641197405603,0,NORMAL
TXN_5143,ACC_277,BANK_UK_02,2496,USD,2026-01-28 23:21:00,0,SHIP_V_1143,851713,Smartphones,24,104,Southampton,DEV_HASH_003,103.104.171.147,0,0.05687943376183144,0,NORMAL
TXN_5144,ACC_105,BANK_UK_02,16646,USD,2026-03-04 18:15:00,0,SHIP_V_1144,854143,Solar Panels,41,406,Chittagong,DEV_HASH_009,103.212.184.145,0,0.10073636986676819,0,NORMAL
TXN_5145,ACC_150,BANK_UK_02,63504,USD,2026-02-09 08:41:00,0,SHIP_V_1145,530310,Raw Jute,42,1512,Singapore,DEV_HASH_034,103.144.67.62,0,0.1980751209281763,0,NORMAL
TXN_5146,ACC_163,BANK_UK_02,30940,USD,2026-01-05 16:41:00,0,SHIP_V_1146,610910,Ready-made Garments,28,1105,Chittagong,DEV_HASH_032,103.197.37.15,0,0.16542523774738485,0,NORMAL
TXN_5147,ACC_260,BANK_UK_01,47790,USD,2026-02-28 22:25:00,0,SHIP_V_1147,854143,Solar Panels,30,1593,Dhaka,DEV_HASH_033,103.128.86.247,0,0.08457058392203883,0,NORMAL
TXN_5148,ACC_250,BANK_UK_02,65250,USD,2026-02-22 23:16:00,0,SHIP_V_1148,854143,Solar Panels,50,1305,Singapore,DEV_HASH_049,103.105.186.240,0,0.1434965615884113,0,NORMAL
TXN_5149,ACC_167,BANK_BD_02,32595,USD,2026-01-08 13:29:00,0,SHIP_V_1149,851713,Smartphones,41,795,Chittagong,DEV_HASH_026,103.187.111.60,0,0.09215329803300577,0,NORMAL
TXN_5150,ACC_233,BANK_UK_02,82733,USD,2026-01-12 20:31:00,0,SHIP_V_1150,610910,Ready-made Garments,53,1561,Southampton,DEV_HASH_025,103.91.181.41,0,0.2243317367015237,0,NORMAL
TXN_5151,ACC_287,BANK_UK_02,47544,USD,2026-02-26 17:33:00,0,SHIP_V_1151,851713,Smartphones,42,1132,Dhaka,DEV_HASH_037,103.184.55.21,0,0.031637454952658205,0,NORMAL
TXN_5152,ACC_178,BANK_BD_01,97053,USD,2026-01-14 00:28:00,0,SHIP_V_1152,382499,Industrial Chemicals,51,1903,Port of London,DEV_HASH_035,103.79.177.107,0,0.1189093340598515,0,NORMAL
TXN_5153,ACC_163,BANK_UK_01,8729,USD,2026-02-21 04:10:00,0,SHIP_V_1153,854143,Solar Panels,29,301,Singapore,DEV_HASH_029,103.235.124.181,0,0.17482038943470257,0,NORMAL
TXN_5154,ACC_281,BANK_BD_02,36478,USD,2026-01-26 21:24:00,0,SHIP_V_1154,610910,Ready-made Garments,46,793,Dhaka,DEV_HASH_045,103.154.192.29,0,0.01624509286054103,0,NORMAL
TXN_5155,ACC_146,BANK_UK_01,59796,USD,2026-01-18 08:23:00,0,SHIP_V_1155,854143,Solar Panels,44,1359,Dhaka,DEV_HASH_048,103.26.101.150,0,0.1432640437940876,0,NORMAL
TXN_5156,ACC_127,BANK_UK_01,20808,USD,2026-03-01 15:36:00,0,SHIP_V_1156,851713,Smartphones,18,1156,Singapore,DEV_HASH_027,103.250.237.250,0,0.08500286839515898,0,NORMAL
TXN_5157,ACC_259,BANK_UK_02,22000,USD,2026-02-10 01:19:00,0,SHIP_V_1157,851713,Smartphones,44,500,Singapore,DEV_HASH_024,103.227.198.137,0,0.2096976039432537,0,NORMAL
TXN_5158,ACC_177,BANK_BD_01,40137,USD,2026-03-23 21:15:00,0,SHIP_V_1158,851713,Smartphones,51,787,Southampton,DEV_HASH_010,103.153.48.197,0,0.07967853939667732,0,NORMAL
TXN_5159,ACC_211,BANK_UK_01,7614,USD,2026-03-13 06:31:00,0,SHIP_V_1159,382499,Industrial Chemicals,54,141,Port of London,DEV_HASH_030,103.5.158.160,0,0.16379965081419912,0,NORMAL
TXN_5160,ACC_110,BANK_UK_02,79581,USD,2026-01-02 10:07:00,0,SHIP_V_1160,530310,Raw Jute,41,1941,Southampton,DEV_HASH_031,103.26.217.116,0,0.22754304677014037,0,NORMAL
TXN_5161,ACC_259,BANK_UK_01,1252216,USD,2026-02-14 04:17:00,1,SHIP_V_1161,851713,Smartphones,1652,758,Chittagong,DEV_HASH_003,103.241.5.182,1,0.9434187469851284,1,DEVICE_SHARING
TXN_5162,ACC_198,BANK_UK_01,49660,USD,2026-03-16 16:43:00,0,SHIP_V_1162,382499,Industrial Chemicals,52,955,Singapore,DEV_HASH_034,103.61.236.3,0,0.1235142758470221,0,NORMAL
TXN_5163,ACC_212,BANK_BD_02,65520,USD,2026-03-11 22:51:00,0,SHIP_V_1163,851713,Smartphones,45,1456,Chittagong,DEV_HASH_012,103.145.248.164,0,0.17723045700596426,0,NORMAL
TXN_5164,ACC_144,BANK_BD_01,29300,USD,2026-03-06 14:52:00,0,SHIP_V_1164,530310,Raw Jute,50,586,Chittagong,DEV_HASH_008,103.13.192.209,0,0.14550215735047553,0,NORMAL
TXN_5165,ACC_105,BANK_BD_02,32800,USD,2026-02-14 14:25:00,0,SHIP_V_1165,610910,Ready-made Garments,20,1640,Dhaka,DEV_HASH_029,103.200.27.126,0,0.06459575223934438,0,NORMAL
TXN_5166,ACC_258,BANK_BD_02,38420,USD,2026-01-11 10:29:00,0,SHIP_V_1166,382499,Industrial Chemicals,34,1130,Port of London,DEV_HASH_037,103.204.53.211,0,0.05019192418350404,0,NORMAL
TXN_5167,ACC_212,BANK_UK_01,2540516,USD,2026-02-15 22:56:00,1,SHIP_V_1167,382499,Industrial Chemicals,3982,638,Chittagong,DEV_HASH_002,103.96.173.141,1,0.7225023084422346,1,OVER_INVOICING
TXN_5168,ACC_212,BANK_BD_01,77039,USD,2026-01-24 13:50:00,0,SHIP_V_1168,854143,Solar Panels,41,1879,Dhaka,DEV_HASH_028,103.106.144.196,0,0.04011307614811274,0,NORMAL
TXN_5169,ACC_248,BANK_BD_01,45838,USD,2026-01-07 23:55:00,0,SHIP_V_1169,851713,Smartphones,43,1066,Southampton,DEV_HASH_022,103.157.27.56,0,0.08575921688449493,0,NORMAL
TXN_5170,ACC_142,BANK_UK_01,37622,USD,2026-02-28 10:57:00,0,SHIP_V_1170,610910,Ready-made Garments,26,1447,Singapore,DEV_HASH_009,103.133.183.9,0,0.045664273104441745,0,NORMAL
TXN_5171,ACC_220,BANK_BD_01,10994,USD,2026-02-20 00:36:00,0,SHIP_V_1171,530310,Raw Jute,23,478,Southampton,DEV_HASH_007,103.200.121.8,0,0.15737941223120944,0,NORMAL
TXN_5172,ACC_233,BANK_BD_01,21280,USD,2026-02-17 11:54:00,0,SHIP_V_1172,854143,Solar Panels,28,760,Southampton,DEV_HASH_032,103.86.73.31,0,0.01509529060077349,0,NORMAL
TXN_5173,ACC_288,BANK_BD_02,14325,USD,2026-03-21 10:23:00,0,SHIP_V_1173,382499,Industrial Chemicals,15,955,Port of London,DEV_HASH_030,103.176.162.171,0,0.09291183209614014,0,NORMAL
TXN_5174,ACC_132,BANK_UK_01,6440,USD,2026-02-11 07:39:00,1,SHIP_V_1174,851713,Smartphones,4,1610,Singapore,DEV_HASH_004,103.201.49.141,1,0.8142709323998701,1,UNDER_INVOICING
TXN_5175,ACC_220,BANK_UK_02,38640,USD,2026-01-16 21:45:00,0,SHIP_V_1175,530310,Raw Jute,28,1380,Singapore,DEV_HASH_031,103.241.24.182,0,0.02990062972677781,0,NORMAL
TXN_5176,ACC_257,BANK_UK_02,2864488,USD,2026-03-28 05:07:00,1,SHIP_V_1176,382499,Industrial Chemicals,3028,946,Southampton,DEV_HASH_004,103.138.3.92,1,0.9748153162554489,1,OVER_INVOICING
TXN_5177,ACC_155,BANK_UK_01,80685,USD,2026-02-23 23:23:00,0,SHIP_V_1177,382499,Industrial Chemicals,45,1793,Dhaka,DEV_HASH_038,103.238.164.33,0,0.2138654809503609,0,NORMAL
TXN_5178,ACC_176,BANK_BD_01,49543,USD,2026-03-20 20:39:00,0,SHIP_V_1178,610910,Ready-made Garments,37,1339,Dhaka,DEV_HASH_038,103.208.190.75,0,0.24489091982507494,0,NORMAL
TXN_5179,ACC_267,BANK_UK_02,31360,USD,2026-02-23 13:30:00,0,SHIP_V_1179,610910,Ready-made Garments,40,784,Port of London,DEV_HASH_034,103.66.33.166,0,0.05067944860120737,0,NORMAL
TXN_5180,ACC_171,BANK_UK_01,3040,USD,2026-02-22 14:09:00,1,SHIP_V_1180,851713,Smartphones,2,1520,Dhaka,DEV_HASH_005,103.179.164.155,1,0.8543935737287335,1,UNDER_INVOICING
TXN_5181,ACC_166,BANK_UK_02,44428,USD,2026-02-22 18:06:00,0,SHIP_V_1181,610910,Ready-made Garments,29,1532,Chittagong,DEV_HASH_039,103.236.35.226,0,0.030586328323227392,0,NORMAL
TXN_5182,ACC_239,BANK_UK_01,13554,USD,2026-01-01 06:44:00,0,SHIP_V_1182,610910,Ready-made Garments,18,753,Singapore,DEV_HASH_038,103.197.193.218,0,0.11738448666649305,0,NORMAL
TXN_5183,ACC_224,BANK_BD_02,23232,USD,2026-01-08 14:55:00,0,SHIP_V_1183,530310,Raw Jute,44,528,Dhaka,DEV_HASH_032,103.47.15.172,0,0.2290858186955694,0,NORMAL
TXN_5184,ACC_110,BANK_BD_01,6407,USD,2026-01-10 09:26:00,0,SHIP_V_1184,610910,Ready-made Garments,43,149,Southampton,DEV_HASH_040,103.145.214.36,0,0.07691702047216134,0,NORMAL
TXN_5185,ACC_249,BANK_BD_01,2309790,USD,2026-03-17 15:25:00,1,SHIP_V_1185,851713,Smartphones,3570,647,Port of London,DEV_HASH_004,103.58.26.156,1,0.8929000081574091,1,OVER_INVOICING
TXN_5186,ACC_128,BANK_UK_02,2265,USD,2026-03-03 09:52:00,1,SHIP_V_1186,851713,Smartphones,3,755,Chittagong,DEV_HASH_004,103.16.174.144,1,0.8756466108606669,1,UNDER_INVOICING
TXN_5187,ACC_148,BANK_UK_02,5864,USD,2026-03-25 00:44:00,1,SHIP_V_1187,382499,Industrial Chemicals,4,1466,Dhaka,DEV_HASH_002,103.61.131.55,1,0.700956069699033,1,UNDER_INVOICING
TXN_5188,ACC_142,BANK_UK_01,13632,USD,2026-03-07 18:01:00,0,SHIP_V_1188,530310,Raw Jute,48,284,Port of London,DEV_HASH_021,103.117.78.187,0,0.03399763726054311,0,NORMAL
TXN_5189,ACC_107,BANK_BD_01,3032778,USD,2026-01-26 19:12:00,1,SHIP_V_1189,851713,Smartphones,3423,886,Singapore,DEV_HASH_003,103.50.93.109,1,0.8091798780479419,1,OVER_INVOICING
TXN_5190,ACC_193,BANK_BD_02,27268,USD,2026-02-13 03:21:00,0,SHIP_V_1190,610910,Ready-made Garments,17,1604,Chittagong,DEV_HASH_047,103.56.44.103,0,0.04747919812331133,0,NORMAL
TXN_5191,ACC_242,BANK_BD_01,3725172,USD,2026-03-09 07:42:00,1,SHIP_V_1191,382499,Industrial Chemicals,4499,828,Port of London,DEV_HASH_002,103.9.203.215,1,0.7108811269096225,1,OVER_INVOICING
TXN_5192,ACC_201,BANK_UK_01,100856,USD,2026-03-08 16:47:00,0,SHIP_V_1192,530310,Raw Jute,56,1801,Port of London,DEV_HASH_017,103.131.66.81,0,0.014192737571772982,0,NORMAL
TXN_5193,ACC_295,BANK_UK_01,76356,USD,2026-03-26 19:58:00,0,SHIP_V_1193,851713,Smartphones,42,1818,Southampton,DEV_HASH_025,103.86.192.101,0,0.17457088993567058,0,NORMAL
TXN_5194,ACC_194,BANK_UK_02,109984,USD,2026-02-07 13:00:00,0,SHIP_V_1194,530310,Raw Jute,56,1964,Dhaka,DEV_HASH_046,103.99.177.190,0,0.19921424372972588,0,NORMAL
TXN_5195,ACC_142,BANK_BD_02,65104,USD,2026-03-28 13:07:00,0,SHIP_V_1195,854143,Solar Panels,52,1252,Southampton,DEV_HASH_003,103.162.151.117,0,0.19024114454677138,0,NORMAL
TXN_5196,ACC_160,BANK_BD_02,48024,USD,2026-01-20 15:30:00,0,SHIP_V_1196,851713,Smartphones,29,1656,Southampton,DEV_HASH_004,103.64.202.86,0,0.20462137383767165,0,NORMAL
TXN_5197,ACC_120,BANK_BD_01,36478,USD,2026-03-08 01:28:00,0,SHIP_V_1197,854143,Solar Panels,23,1586,Dhaka,DEV_HASH_034,103.103.43.80,0,0.16582700263384606,0,NORMAL
TXN_5198,ACC_175,BANK_BD_02,1648,USD,2026-02-16 18:41:00,0,SHIP_V_1198,530310,Raw Jute,16,103,Southampton,DEV_HASH_045,103.37.165.83,0,0.14833869331659033,0,NORMAL
TXN_5199,ACC_131,BANK_UK_02,37011,USD,2026-03-01 16:07:00,0,SHIP_V_1199,851713,Smartphones,39,949,Singapore,DEV_HASH_048,103.137.43.170,0,0.20329495283720245,0,NORMAL
TXN_5200,ACC_253,BANK_UK_01,16635,USD,2026-01-25 18:55:00,0,SHIP_V_1200,851713,Smartphones,15,1109,Port of London,DEV_HASH_002,103.112.91.233,0,0.07956367681805221,0,NORMAL
TXN_5201,ACC_277,BANK_UK_02,12152,USD,2026-03-19 13:44:00,0,SHIP_V_1201,851713,Smartphones,28,434,Southampton,DEV_HASH_031,103.135.198.116,0,0.08560701412359749,0,NORMAL
TXN_5202,ACC_225,BANK_BD_01,1425440,USD,2026-02-08 11:48:00,1,SHIP_V_1202,851713,Smartphones,2416,590,Southampton,DEV_HASH_004,103.168.212.118,1,0.9475005866291563,1,OVER_INVOICING
TXN_5203,ACC_241,BANK_UK_01,23232,USD,2026-01-29 23:45:00,0,SHIP_V_1203,530310,Raw Jute,32,726,Dhaka,DEV_HASH_034,103.38.89.213,0,0.04130839171495609,0,NORMAL
TXN_5204,ACC_159,BANK_UK_01,30000,USD,2026-01-23 13:46:00,0,SHIP_V_1204,854143,Solar Panels,60,500,Southampton,DEV_HASH_020,103.60.239.130,0,0.043307901548213686,0,NORMAL
TXN_5205,ACC_117,BANK_BD_02,30672,USD,2026-01-05 09:14:00,0,SHIP_V_1205,610910,Ready-made Garments,16,1917,Singapore,DEV_HASH_036,103.139.232.63,0,0.17777950759387448,0,NORMAL
TXN_5206,ACC_233,BANK_BD_02,16920,USD,2026-02-26 05:51:00,0,SHIP_V_1206,851713,Smartphones,47,360,Dhaka,DEV_HASH_014,103.44.116.32,0,0.15726861161145236,0,NORMAL
TXN_5207,ACC_264,BANK_BD_01,27650,USD,2026-03-10 23:18:00,0,SHIP_V_1207,382499,Industrial Chemicals,50,553,Southampton,DEV_HASH_029,103.110.76.107,0,0.03692390983635896,0,NORMAL
TXN_5208,ACC_185,BANK_BD_02,62370,USD,2026-01-17 16:20:00,0,SHIP_V_1208,530310,Raw Jute,54,1155,Chittagong,DEV_HASH_027,103.71.221.49,0,0.030947514265352596,0,NORMAL
TXN_5209,ACC_185,BANK_BD_01,3345848,USD,2026-01-17 07:50:00,1,SHIP_V_1209,382499,Industrial Chemicals,4334,772,Chittagong,DEV_HASH_005,103.209.171.196,1,0.7860730647014703,1,OVER_INVOICING
TXN_5210,ACC_173,BANK_BD_01,30134,USD,2026-03-26 10:52:00,0,SHIP_V_1210,530310,Raw Jute,38,793,Southampton,DEV_HASH_028,103.124.59.217,0,0.22987316969123545,0,NORMAL
TXN_5211,ACC_253,BANK_BD_01,47552,USD,2026-01-28 07:28:00,0,SHIP_V_1211,851713,Smartphones,32,1486,Dhaka,DEV_HASH_029,103.182.235.228,0,0.24578739782823378,0,NORMAL
TXN_5212,ACC_239,BANK_BD_01,25965,USD,2026-02-26 14:28:00,0,SHIP_V_1212,530310,Raw Jute,45,577,Dhaka,DEV_HASH_024,103.222.217.129,0,0.20531103101236248,0,NORMAL
TXN_5213,ACC_214,BANK_UK_01,39707,USD,2026-01-26 10:17:00,0,SHIP_V_1213,530310,Raw Jute,59,673,Singapore,DEV_HASH_022,103.154.57.67,0,0.18239312497217833,0,NORMAL
TXN_5214,ACC_101,BANK_BD_01,14055,USD,2026-03-29 20:41:00,0,SHIP_V_1214,851713,Smartphones,15,937,Southampton,DEV_HASH_038,103.31.79.50,0,0.137961161127113,0,NORMAL
TXN_5215,ACC_258,BANK_UK_02,32340,USD,2026-03-04 21:57:00,0,SHIP_V_1215,610910,Ready-made Garments,49,660,Southampton,DEV_HASH_014,103.204.175.10,0,0.10756482013072793,0,NORMAL
TXN_5216,ACC_278,BANK_UK_02,16711,USD,2026-03-22 21:50:00,0,SHIP_V_1216,854143,Solar Panels,17,983,Singapore,DEV_HASH_023,103.179.221.207,0,0.2092349550472063,0,NORMAL
TXN_5217,ACC_265,BANK_BD_01,64124,USD,2026-03-22 06:03:00,0,SHIP_V_1217,851713,Smartphones,34,1886,Port of London,DEV_HASH_006,103.145.49.85,0,0.04203862260507885,0,NORMAL
TXN_5218,ACC_226,BANK_BD_01,74235,USD,2026-01-07 23:26:00,0,SHIP_V_1218,854143,Solar Panels,49,1515,Port of London,DEV_HASH_003,103.243.21.198,0,0.1828422517624094,0,NORMAL
TXN_5219,ACC_146,BANK_BD_01,12352,USD,2026-03-01 22:41:00,0,SHIP_V_1219,610910,Ready-made Garments,16,772,Dhaka,DEV_HASH_049,103.104.138.167,0,0.04809167779464138,0,NORMAL
TXN_5220,ACC_180,BANK_BD_02,48840,USD,2026-01-21 03:11:00,0,SHIP_V_1220,610910,Ready-made Garments,33,1480,Dhaka,DEV_HASH_030,103.31.173.158,0,0.07273834906411042,0,NORMAL
TXN_5221,ACC_160,BANK_BD_02,64844,USD,2026-02-17 11:29:00,0,SHIP_V_1221,851713,Smartphones,43,1508,Port of London,DEV_HASH_012,103.149.249.91,0,0.1665831251428017,0,NORMAL
TXN_5222,ACC_105,BANK_UK_02,8565,USD,2026-02-09 02:21:00,0,SHIP_V_1222,530310,Raw Jute,15,571,Chittagong,DEV_HASH_033,103.118.17.106,0,0.2053597665102461,0,NORMAL
TXN_5223,ACC_231,BANK_UK_02,16555,USD,2026-03-23 07:49:00,0,SHIP_V_1223,854143,Solar Panels,55,301,Port of London,DEV_HASH_007,103.5.124.214,0,0.08590102435426951,0,NORMAL
TXN_5224,ACC_170,BANK_UK_01,43424,USD,2026-03-15 05:03:00,0,SHIP_V_1224,382499,Industrial Chemicals,32,1357,Chittagong,DEV_HASH_042,103.187.10.65,0,0.2301117452745837,0,NORMAL
TXN_5225,ACC_215,BANK_UK_01,50386,USD,2026-03-06 06:40:00,0,SHIP_V_1225,610910,Ready-made Garments,59,854,Port of London,DEV_HASH_010,103.142.173.108,0,0.1756366362517712,0,NORMAL
TXN_5226,ACC_243,BANK_UK_01,60621,USD,2026-02-08 22:40:00,0,SHIP_V_1226,382499,Industrial Chemicals,33,1837,Southampton,DEV_HASH_045,103.212.219.63,0,0.07159048034382809,0,NORMAL
TXN_5227,ACC_116,BANK_UK_02,59619,USD,2026-01-30 00:14:00,0,SHIP_V_1227,530310,Raw Jute,51,1169,Southampton,DEV_HASH_018,103.26.9.127,0,0.013658947745823644,0,NORMAL
TXN_5228,ACC_142,BANK_UK_01,68760,USD,2026-01-06 06:46:00,0,SHIP_V_1228,851713,Smartphones,36,1910,Singapore,DEV_HASH_035,103.26.176.227,0,0.0768308629406836,0,NORMAL
TXN_5229,ACC_271,BANK_BD_01,23504,USD,2026-03-09 08:26:00,0,SHIP_V_1229,610910,Ready-made Garments,16,1469,Port of London,DEV_HASH_036,103.93.60.212,0,0.06758161430221249,0,NORMAL
TXN_5230,ACC_125,BANK_UK_02,22520,USD,2026-03-29 18:04:00,0,SHIP_V_1230,610910,Ready-made Garments,20,1126,Southampton,DEV_HASH_017,103.176.221.40,0,0.08699442330304856,0,NORMAL
TXN_5231,ACC_166,BANK_BD_01,2739632,USD,2026-01-07 17:19:00,1,SHIP_V_1231,382499,Industrial Chemicals,3208,854,Singapore,DEV_HASH_003,103.21.156.86,1,0.9053160015020251,1,OVER_INVOICING
TXN_5232,ACC_275,BANK_BD_01,9384,USD,2026-01-28 14:27:00,0,SHIP_V_1232,610910,Ready-made Garments,34,276,Singapore,DEV_HASH_047,103.172.212.100,0,0.18817395802596584,0,NORMAL
TXN_5233,ACC_135,BANK_BD_02,622370,USD,2026-03-21 20:57:00,1,SHIP_V_1233,382499,Industrial Chemicals,2615,238,Port of London,DEV_HASH_002,103.197.250.156,1,0.7010294499298211,1,DEVICE_SHARING
TXN_5234,ACC_191,BANK_BD_02,5490,USD,2026-03-03 07:23:00,0,SHIP_V_1234,854143,Solar Panels,45,122,Chittagong,DEV_HASH_006,103.214.221.22,0,0.09346465276827852,0,NORMAL
TXN_5235,ACC_121,BANK_UK_02,7540,USD,2026-03-04 16:54:00,0,SHIP_V_1235,530310,Raw Jute,58,130,Port of London,DEV_HASH_042,103.95.9.87,0,0.1373519259635133,0,NORMAL
TXN_5236,ACC_125,BANK_BD_02,42050,USD,2026-03-28 03:41:00,0,SHIP_V_1236,530310,Raw Jute,58,725,Dhaka,DEV_HASH_032,103.154.200.12,0,0.049507284236515806,0,NORMAL
TXN_5237,ACC_289,BANK_UK_02,1399440,USD,2026-01-03 16:20:00,1,SHIP_V_1237,382499,Industrial Chemicals,2380,588,Port of London,DEV_HASH_005,103.123.139.35,1,0.8566302911070138,1,DEVICE_SHARING
TXN_5238,ACC_209,BANK_BD_02,74828,USD,2026-03-16 16:20:00,0,SHIP_V_1238,851713,Smartphones,52,1439,Chittagong,DEV_HASH_009,103.17.184.63,0,0.10208570474688704,0,NORMAL
TXN_5239,ACC_204,BANK_BD_01,18791,USD,2026-01-05 11:41:00,0,SHIP_V_1239,382499,Industrial Chemicals,19,989,Chittagong,DEV_HASH_047,103.227.204.71,0,0.2394835071481486,0,NORMAL
TXN_5240,ACC_216,BANK_UK_02,52440,USD,2026-02-23 06:20:00,0,SHIP_V_1240,854143,Solar Panels,46,1140,Dhaka,DEV_HASH_037,103.162.216.44,0,0.06840864912365585,0,NORMAL
TXN_5241,ACC_190,BANK_UK_01,21315,USD,2026-01-15 00:54:00,0,SHIP_V_1241,530310,Raw Jute,49,435,Southampton,DEV_HASH_038,103.166.78.75,0,0.07921140950340391,0,NORMAL
TXN_5242,ACC_233,BANK_UK_02,52920,USD,2026-02-04 12:17:00,0,SHIP_V_1242,382499,Industrial Chemicals,35,1512,Port of London,DEV_HASH_031,103.38.240.133,0,0.08265137893733716,0,NORMAL
TXN_5243,ACC_108,BANK_BD_02,91155,USD,2026-01-22 00:12:00,0,SHIP_V_1243,851713,Smartphones,59,1545,Southampton,DEV_HASH_013,103.208.159.116,0,0.0443345829981563,0,NORMAL
TXN_5244,ACC_202,BANK_UK_02,26620,USD,2026-03-21 18:42:00,0,SHIP_V_1244,530310,Raw Jute,22,1210,Singapore,DEV_HASH_025,103.201.140.21,0,0.12372717882575618,0,NORMAL
TXN_5245,ACC_203,BANK_UK_01,22748,USD,2026-03-04 05:12:00,0,SHIP_V_1245,382499,Industrial Chemicals,44,517,Chittagong,DEV_HASH_013,103.72.94.203,0,0.09994655028223587,0,NORMAL
TXN_5246,ACC_191,BANK_BD_02,26946,USD,2026-02-15 19:55:00,0,SHIP_V_1246,854143,Solar Panels,54,499,Southampton,DEV_HASH_019,103.52.239.179,0,0.1317037319992109,0,NORMAL
