txn_id,ship_id,hs_code,commodity,unit_price,quantity,amount,origin_port
sdv-id-WNbVYY,SHIP_V_1579,851713,Solar Panels,444,1319,585636,Port of London
sdv-id-QynEvR,SHIP_V_1116,610910,Solar Panels,1042,697,726274,Singapore
sdv-id-vyKprH,SHIP_V_1069,851713,Smartphones,963,1924,1852812,Dhaka
sdv-id-lkyNqt,SHIP_V_1519,851713,Smartphones,363,302,109626,Southampton
sdv-id-GKpefC,SHIP_V_1461,854143,Solar Panels,957,1420,1358940,Dhaka
sdv-id-FIWvCN,SHIP_V_1019,382499,Industrial Chemicals,601,528,317328,Chittagong
sdv-id-qYQoNe,SHIP_V_1366,610910,Ready-made Garments,359,1882,675638,Chittagong
sdv-id-ZXhapN,SHIP_V_1076,610910,Ready-made Garments,196,1321,258916,Port of London
sdv-id-TDrzUj,SHIP_V_1299,382499,Industrial Chemicals,1289,932,1201348,Southampton
sdv-id-GtsIrs,SHIP_V_1332,854143,Solar Panels,966,500,483000,Southampton
sdv-id-WONqDO,SHIP_V_1087,851713,Solar Panels,759,1073,814407,Chittagong
sdv-id-bMfmki,SHIP_V_1219,530310,Smartphones,65,1417,92105,Dhaka
sdv-id-oCzwem,SHIP_V_1655,854143,Solar Panels,163,540,88020,Singapore
sdv-id-dExyGH,SHIP_V_1843,854143,Solar Panels,529,1656,876024,Dhaka
sdv-id-KZBVuy,SHIP_V_1590,530310,Industrial Chemicals,433,1132,490156,Southampton
sdv-id-EgMLgB,SHIP_V_1486,610910,Smartphones,199,1444,287356,Port of London
sdv-id-fpTUNN,SHIP_V_1577,854143,Solar Panels,1147,530,607910,Chittagong
sdv-id-VhDvgK,SHIP_V_1203,382499,Raw Jute,961,1074,1032114,Singapore
sdv-id-OTzsNg,SHIP_V_1653,610910,Solar Panels,297,1646,488862,Chittagong
sdv-id-moOgqh,SHIP_V_1047,382499,Industrial Chemicals,1292,1145,1479340,Chittagong
sdv-id-IPdZgs,SHIP_V_1246,851713,Smartphones,756,1686,1274616,Dhaka
sdv-id-WbaGfp,SHIP_V_1142,610910,Smartphones,2184,1755,3832920,Port of London
sdv-id-tRRnyd,SHIP_V_1507,382499,Raw Jute,657,350,229950,Singapore
sdv-id-ywprEw,SHIP_V_1881,851713,Smartphones,847,1065,902055,Chittagong
sdv-id-OwtqoX,SHIP_V_1672,382499,Industrial Chemicals,408,841,343128,Port of London
sdv-id-zNdSSm,SHIP_V_1821,530310,Raw Jute,942,1681,1583502,Chittagong
sdv-id-AHWgqE,SHIP_V_1657,382499,Industrial Chemicals,719,1882,1353158,Chittagong
sdv-id-WSypXQ,SHIP_V_1841,854143,Solar Panels,658,1076,708008,Chittagong
sdv-id-bWmloL,SHIP_V_1738,851713,Raw Jute,267,211,56337,Chittagong
sdv-id-EsBRNe,SHIP_V_1921,851713,Ready-made Garments,606,1962,1188972,Southampton
sdv-id-akATVX,SHIP_V_1412,851713,Raw Jute,1154,1230,1419420,Dhaka
sdv-id-NJAchh,SHIP_V_1387,851713,Ready-made Garments,57,1971,112347,Singapore
sdv-id-OVgEMD,SHIP_V_1679,382499,Industrial Chemicals,890,1541,1371490,Southampton
sdv-id-idIlqt,SHIP_V_1802,851713,Smartphones,682,206,140492,Chittagong
sdv-id-ptRfNI,SHIP_V_1540,610910,Smartphones,928,1353,1255584,Chittagong
sdv-id-xqlmjU,SHIP_V_1650,382499,Industrial Chemicals,1491,263,392133,Dhaka
sdv-id-zJPElj,SHIP_V_1248,382499,Industrial Chemicals,929,923,857467,Chittagong
sdv-id-shreHU,SHIP_V_1675,382499,Industrial Chemicals,528,426,224928,Port of London
sdv-id-DUFBkU,SHIP_V_1223,610910,Ready-made Garments,285,1957,557745,Chittagong
sdv-id-cKqHcA,SHIP_V_1442,382499,Industrial Chemicals,554,711,393894,Dhaka
sdv-id-IzQAui,SHIP_V_1187,610910,Smartphones,548,569,311812,Dhaka
sdv-id-TeibuY,SHIP_V_1556,382499,Industrial Chemicals,628,1461,917508,Southampton
sdv-id-jySBIv,SHIP_V_1304,610910,Ready-made Garments,270,1539,415530,Singapore
sdv-id-oeWcJc,SHIP_V_1773,851713,Raw Jute,524,1796,941104,Singapore
sdv-id-gIUSFR,SHIP_V_1542,610910,Ready-made Garments,1404,1690,2372760,Dhaka
sdv-id-LoIXIG,SHIP_V_1533,610910,Smartphones,109,533,58097,Southampton
sdv-id-yxGMgl,SHIP_V_1394,382499,Raw Jute,19,1696,32224,Chittagong
sdv-id-eDZoQM,SHIP_V_1730,530310,Industrial Chemicals,649,1735,1126015,Southampton
sdv-id-MzPrCf,SHIP_V_1140,854143,Ready-made Garments,42,446,18732,Chittagong
sdv-id-qnLmMN,SHIP_V_1758,610910,Ready-made Garments,499,167,83333,Dhaka
sdv-id-HqIQfw,SHIP_V_1501,610910,Smartphones,480,701,336480,Port of London
sdv-id-zYMWwp,SHIP_V_1155,610910,Ready-made Garments,536,1325,710200,Southampton
sdv-id-IxicYY,SHIP_V_1527,851713,Raw Jute,832,1639,1363648,Chittagong
sdv-id-GQIMcK,SHIP_V_1121,530310,Raw Jute,392,131,51352,Southampton
sdv-id-Htoxdd,SHIP_V_1495,851713,Smartphones,307,1421,436247,Southampton
sdv-id-gnBLuU,SHIP_V_1396,382499,Raw Jute,486,1189,577854,Chittagong
sdv-id-KhnaNH,SHIP_V_1428,382499,Industrial Chemicals,1235,1459,1801865,Port of London
sdv-id-CeZZEJ,SHIP_V_1180,851713,Smartphones,251,387,97137,Singapore
sdv-id-LxpmYy,SHIP_V_1499,851713,Industrial Chemicals,796,145,115420,Southampton
sdv-id-chdLdk,SHIP_V_1090,851713,Raw Jute,1054,1636,1724344,Port of London
sdv-id-ULmMre,SHIP_V_1482,530310,Industrial Chemicals,1173,262,307326,Port of London
sdv-id-xntElB,SHIP_V_1857,610910,Smartphones,584,350,204400,Chittagong
sdv-id-IdEKCy,SHIP_V_1396,530310,Smartphones,902,1358,1224916,Dhaka
sdv-id-ZwsJSW,SHIP_V_1387,610910,Smartphones,55,346,19030,Southampton
sdv-id-XucQTL,SHIP_V_1707,851713,Raw Jute,639,1814,1159146,Dhaka
sdv-id-QyXbNc,SHIP_V_1572,851713,Raw Jute,252,959,241668,Singapore
sdv-id-zARhtf,SHIP_V_1681,610910,Solar Panels,223,574,128002,Chittagong
sdv-id-ScOoOq,SHIP_V_1807,851713,Ready-made Garments,993,1618,1606674,Singapore
sdv-id-kEFfvD,SHIP_V_1339,610910,Smartphones,544,1263,687072,Southampton
sdv-id-PIxCCQ,SHIP_V_1571,530310,Ready-made Garments,1113,1353,1505889,Southampton
sdv-id-FdUNJr,SHIP_V_1370,851713,Smartphones,1742,217,378014,Dhaka
sdv-id-eFItJc,SHIP_V_1665,851713,Smartphones,726,987,716562,Dhaka
sdv-id-oUSBPh,SHIP_V_1200,851713,Smartphones,714,1926,1375164,Southampton
sdv-id-hvjFWe,SHIP_V_1313,610910,Solar Panels,230,1877,431710,Chittagong
sdv-id-PXaukS,SHIP_V_1753,851713,Raw Jute,599,1030,616970,Dhaka
sdv-id-cyMgnE,SHIP_V_1186,610910,Ready-made Garments,694,1094,759236,Port of London
sdv-id-msvAyX,SHIP_V_1662,854143,Solar Panels,363,1449,525987,Port of London
sdv-id-hTTTIf,SHIP_V_1060,610910,Ready-made Garments,97,1631,158207,Singapore
sdv-id-CIwBQf,SHIP_V_1813,530310,Raw Jute,101,1061,107161,Port of London
sdv-id-VuGQCY,SHIP_V_1107,382499,Industrial Chemicals,1902,924,1757448,Dhaka
sdv-id-UBESBO,SHIP_V_1707,530310,Raw Jute,320,1978,632960,Singapore
sdv-id-GDlnHJ,SHIP_V_1965,382499,Smartphones,916,683,625628,Port of London
sdv-id-KuuiWe,SHIP_V_1383,530310,Smartphones,548,201,110148,Southampton
sdv-id-vvNGjW,SHIP_V_1696,382499,Industrial Chemicals,2974,164,487736,Dhaka
sdv-id-JpLJlG,SHIP_V_1250,854143,Solar Panels,522,540,281880,Chittagong
sdv-id-MnKGZl,SHIP_V_1389,851713,Ready-made Garments,93,310,28830,Chittagong
sdv-id-gxFdiH,SHIP_V_1088,854143,Solar Panels,98,990,97020,Port of London
sdv-id-VVTYqw,SHIP_V_1760,530310,Smartphones,1984,241,478144,Chittagong
sdv-id-PLnihZ,SHIP_V_1103,530310,Smartphones,1052,118,124136,Dhaka
sdv-id-RTiCfl,SHIP_V_1770,382499,Industrial Chemicals,4,1950,7800,Singapore
sdv-id-btIAno,SHIP_V_1545,530310,Industrial Chemicals,812,565,458780,Port of London
sdv-id-qWsLXx,SHIP_V_1853,851713,Smartphones,1131,1373,1552863,Singapore
sdv-id-UsjheT,SHIP_V_1005,851713,Raw Jute,699,1629,1138671,Chittagong
sdv-id-GWhMYH,SHIP_V_1817,851713,Industrial Chemicals,90,1966,176940,Southampton
sdv-id-SXhTVW,SHIP_V_1614,851713,Smartphones,69,1610,111090,Singapore
sdv-id-NrIiYs,SHIP_V_1570,610910,Ready-made Garments,245,1482,363090,Dhaka
sdv-id-ZhzVmN,SHIP_V_1512,530310,Raw Jute,415,989,410435,Southampton
sdv-id-VPWMUI,SHIP_V_1803,530310,Smartphones,390,388,151320,Port of London
sdv-id-Ljrncc,SHIP_V_1358,610910,Ready-made Garments,738,618,456084,Southampton
sdv-id-uytZNz,SHIP_V_1917,851713,Smartphones,861,1129,972069,Southampton
sdv-id-bitCXC,SHIP_V_1268,382499,Industrial Chemicals,1534,1391,2133794,Dhaka
sdv-id-RPSaID,SHIP_V_1837,854143,Raw Jute,395,257,101515,Singapore
sdv-id-wYEGXn,SHIP_V_1044,530310,Smartphones,264,1838,485232,Dhaka
sdv-id-iZuVNx,SHIP_V_1043,854143,Solar Panels,1082,250,270500,Southampton
sdv-id-azjkFB,SHIP_V_1188,851713,Industrial Chemicals,859,605,519695,Singapore
sdv-id-eFJHLl,SHIP_V_1475,851713,Raw Jute,1155,645,744975,Port of London
sdv-id-zGqAOd,SHIP_V_1332,530310,Industrial Chemicals,1083,137,148371,Southampton
sdv-id-HmtzLk,SHIP_V_1934,610910,Smartphones,592,948,561216,Port of London
sdv-id-RKQrKa,SHIP_V_1679,530310,Smartphones,1197,726,869022,Port of London
sdv-id-MUEjYn,SHIP_V_1049,530310,Raw Jute,897,1310,1175070,Port of London
sdv-id-AYvhqf,SHIP_V_1438,530310,Industrial Chemicals,576,1831,1054656,Singapore
sdv-id-qdMgaY,SHIP_V_1072,854143,Solar Panels,881,1738,1531178,Singapore
sdv-id-gczAJL,SHIP_V_1907,851713,Smartphones,151,1486,224386,Southampton
sdv-id-zUxSoY,SHIP_V_1971,851713,Smartphones,416,1623,675168,Dhaka
sdv-id-lkVUGG,SHIP_V_1579,530310,Smartphones,968,1850,1790800,Chittagong
sdv-id-SbEmeA,SHIP_V_1363,530310,Raw Jute,286,1207,345202,Singapore
sdv-id-YQrgac,SHIP_V_1012,382499,Smartphones,919,1407,1293033,Port of London
sdv-id-Tadbym,SHIP_V_1459,530310,Ready-made Garments,1655,1201,1987655,Southampton
sdv-id-xbtfcR,SHIP_V_1814,382499,Raw Jute,743,1875,1393125,Port of London
sdv-id-cAkdOA,SHIP_V_1689,530310,Smartphones,615,507,311805,Southampton
sdv-id-dGGwZb,SHIP_V_1637,851713,Raw Jute,85,1155,98175,Port of London
sdv-id-lnSkrX,SHIP_V_1536,382499,Industrial Chemicals,575,1216,699200,Singapore
sdv-id-EDUGrq,SHIP_V_1394,382499,Smartphones,919,997,916243,Dhaka
sdv-id-PmxKcZ,SHIP_V_1619,530310,Industrial Chemicals,131,1492,195452,Dhaka
sdv-id-bGpEgF,SHIP_V_1264,382499,Raw Jute,745,975,726375,Port of London
sdv-id-htnIWs,SHIP_V_1572,530310,Industrial Chemicals,1263,1149,1451187,Southampton
sdv-id-xqeKZo,SHIP_V_1686,530310,Smartphones,476,1908,908208,Dhaka
sdv-id-Cdcifv,SHIP_V_1109,382499,Industrial Chemicals,669,527,352563,Dhaka
sdv-id-wuTFcQ,SHIP_V_1864,610910,Ready-made Garments,220,1657,364540,Chittagong
sdv-id-wgVvxB,SHIP_V_1964,854143,Solar Panels,660,466,307560,Dhaka
sdv-id-IJFmDR,SHIP_V_1342,530310,Raw Jute,652,1058,689816,Port of London
sdv-id-OVGFbn,SHIP_V_1947,610910,Solar Panels,954,754,719316,Dhaka
sdv-id-tXyZJw,SHIP_V_1554,530310,Smartphones,967,278,268826,Singapore
sdv-id-WrYBYh,SHIP_V_1831,851713,Smartphones,229,812,185948,Southampton
sdv-id-YGwQad,SHIP_V_1426,530310,Smartphones,117,1800,210600,Dhaka
sdv-id-jckgRj,SHIP_V_1124,530310,Smartphones,1785,298,531930,Dhaka
sdv-id-OylhpK,SHIP_V_1284,851713,Smartphones,47,1672,78584,Port of London
sdv-id-SkZgAS,SHIP_V_1729,382499,Raw Jute,410,1132,464120,Port of London
sdv-id-LPKPlN,SHIP_V_1168,854143,Solar Panels,18,1983,35694,Southampton
sdv-id-tGIoGq,SHIP_V_1245,382499,Industrial Chemicals,403,933,375999,Chittagong
sdv-id-uwUXGJ,SHIP_V_1092,530310,Smartphones,216,705,152280,Southampton
sdv-id-WIApQc,SHIP_V_1606,854143,Solar Panels,86,877,75422,Dhaka
sdv-id-ThMAWK,SHIP_V_1215,382499,Smartphones,646,227,146642,Dhaka
sdv-id-DSCslu,SHIP_V_1510,610910,Ready-made Garments,1264,1619,2046416,Southampton
sdv-id-wtMpzV,SHIP_V_1336,382499,Industrial Chemicals,36,214,7704,Chittagong
sdv-id-tyDULu,SHIP_V_1181,851713,Smartphones,684,631,431604,Dhaka
sdv-id-IKTUhM,SHIP_V_1903,851713,Ready-made Garments,741,1724,1277484,Port of London
sdv-id-VZFkkq,SHIP_V_1738,851713,Smartphones,1101,326,358926,Dhaka
sdv-id-qcKSCO,SHIP_V_1277,851713,Raw Jute,860,775,666500,Singapore
sdv-id-eysfEU,SHIP_V_1316,610910,Ready-made Garments,540,1076,581040,Chittagong
sdv-id-qUpNFY,SHIP_V_1053,530310,Smartphones,358,922,330076,Chittagong
sdv-id-vFvxoY,SHIP_V_1915,530310,Raw Jute,607,1844,1119308,Singapore
sdv-id-jAeBIV,SHIP_V_1838,530310,Industrial Chemicals,502,1328,666656,Singapore
sdv-id-BhmYCT,SHIP_V_1913,854143,Solar Panels,582,1217,708294,Dhaka
sdv-id-gAHpGg,SHIP_V_1227,382499,Industrial Chemicals,123,1577,193971,Dhaka
sdv-id-GpTgns,SHIP_V_1517,851713,Ready-made Garments,255,1829,466395,Port of London
sdv-id-xMnIOP,SHIP_V_1001,851713,Ready-made Garments,464,184,85376,Southampton
sdv-id-jOpQSn,SHIP_V_1412,851713,Ready-made Garments,278,614,170692,Chittagong
sdv-id-PTxiip,SHIP_V_1870,530310,Industrial Chemicals,347,1768,613496,Singapore
sdv-id-uIhUGm,SHIP_V_1301,530310,Smartphones,11,1455,16005,Singapore
sdv-id-iGeHwp,SHIP_V_1852,851713,Ready-made Garments,1212,1067,1293204,Singapore
sdv-id-DLyCkg,SHIP_V_1195,851713,Industrial Chemicals,1108,332,367856,Dhaka
sdv-id-iFfzwF,SHIP_V_1126,382499,Smartphones,576,1822,1049472,Singapore
sdv-id-nvwCLA,SHIP_V_1495,610910,Solar Panels,549,1576,865224,Dhaka
sdv-id-utnGmM,SHIP_V_1116,382499,Industrial Chemicals,2376,1414,3359664,Chittagong
sdv-id-xAgBxD,SHIP_V_1680,610910,Solar Panels,2191,892,1954372,Singapore
sdv-id-EnNflt,SHIP_V_1588,610910,Ready-made Garments,886,638,565268,Southampton
sdv-id-uGiOvY,SHIP_V_1060,851713,Ready-made Garments,601,993,596793,Southampton
sdv-id-SHqWJb,SHIP_V_1332,382499,Raw Jute,867,333,288711,Southampton
sdv-id-bVQMbF,SHIP_V_1734,382499,Industrial Chemicals,1081,1665,1799865,Chittagong
sdv-id-esIMwH,SHIP_V_1804,382499,Industrial Chemicals,14,1972,27608,Port of London
sdv-id-QTiklw,SHIP_V_1973,851713,Smartphones,1022,752,768544,Dhaka
sdv-id-MprGDX,SHIP_V_1398,530310,Raw Jute,733,1483,1087039,Dhaka
sdv-id-FZULAQ,SHIP_V_1018,854143,Solar Panels,1855,439,814345,Chittagong
sdv-id-GuieTJ,SHIP_V_1016,382499,Industrial Chemicals,2151,368,791568,Southampton
sdv-id-VTrRUo,SHIP_V_1133,530310,Ready-made Garments,419,526,220394,Port of London
sdv-id-ujnCVN,SHIP_V_1163,382499,Raw Jute,721,612,441252,Southampton
sdv-id-JufVGs,SHIP_V_1995,851713,Raw Jute,1301,1692,2201292,Port of London
sdv-id-cvMiqu,SHIP_V_1355,851713,Smartphones,248,1477,366296,Dhaka
sdv-id-trnQZF,SHIP_V_1051,854143,Ready-made Garments,1240,324,401760,Port of London
sdv-id-DjMlgv,SHIP_V_1637,854143,Solar Panels,941,496,466736,Port of London
sdv-id-OnXSav,SHIP_V_1500,851713,Smartphones,89,1283,114187,Singapore
sdv-id-jXzgZi,SHIP_V_1662,854143,Solar Panels,125,1384,173000,Southampton
sdv-id-yNUVQZ,SHIP_V_1522,382499,Industrial Chemicals,2036,990,2015640,Southampton
sdv-id-FyFTOq,SHIP_V_1437,610910,Ready-made Garments,450,1781,801450,Chittagong
sdv-id-eiSJGT,SHIP_V_1447,851713,Smartphones,265,938,248570,Port of London
sdv-id-oKakJV,SHIP_V_1512,854143,Solar Panels,463,933,431979,Dhaka
sdv-id-CRuiAS,SHIP_V_1861,382499,Industrial Chemicals,2346,311,729606,Singapore
sdv-id-ZeXmHa,SHIP_V_1864,382499,Industrial Chemicals,884,876,774384,Southampton
sdv-id-PoSaat,SHIP_V_1273,851713,Industrial Chemicals,286,1604,458744,Singapore
sdv-id-zrqlRQ,SHIP_V_1399,530310,Raw Jute,472,1321,623512,Dhaka
sdv-id-ZBBcMo,SHIP_V_1987,530310,Smartphones,561,1833,1028313,Singapore
sdv-id-dwxqXr,SHIP_V_1096,382499,Raw Jute,929,530,492370,Singapore
sdv-id-eOfrvx,SHIP_V_1063,382499,Industrial Chemicals,766,1849,1416334,Southampton
sdv-id-RMBaHx,SHIP_V_1721,610910,Smartphones,283,228,64524,Chittagong
sdv-id-soaXtb,SHIP_V_1603,851713,Industrial Chemicals,203,394,79982,Southampton
sdv-id-kxYiwz,SHIP_V_1879,530310,Raw Jute,1673,894,1495662,Port of London
sdv-id-ocRUGD,SHIP_V_1769,530310,Smartphones,449,1976,887224,Port of London
sdv-id-hlRXFg,SHIP_V_1263,610910,Ready-made Garments,1427,1822,2599994,Dhaka
sdv-id-PFMWdO,SHIP_V_1375,382499,Industrial Chemicals,214,765,163710,Chittagong
sdv-id-vmPZlg,SHIP_V_1041,530310,Raw Jute,114,1725,196650,Dhaka
sdv-id-QOLpkc,SHIP_V_1830,854143,Ready-made Garments,184,1961,360824,Southampton
sdv-id-EhDHqE,SHIP_V_1352,610910,Smartphones,1051,444,466644,Port of London
sdv-id-Hptqtl,SHIP_V_1761,530310,Raw Jute,2414,159,383826,Southampton
sdv-id-cfvGCS,SHIP_V_1392,610910,Ready-made Garments,972,205,199260,Port of London
sdv-id-VTRAYk,SHIP_V_1921,854143,Solar Panels,184,958,176272,Port of London
sdv-id-OEvMiE,SHIP_V_1255,610910,Solar Panels,80,1963,157040,Southampton
sdv-id-PjVETU,SHIP_V_1219,851713,Raw Jute,122,1716,209352,Port of London
sdv-id-aGqPJP,SHIP_V_1538,610910,Ready-made Garments,166,1808,300128,Chittagong
sdv-id-lvDiOD,SHIP_V_1275,610910,Solar Panels,1542,1464,2257488,Dhaka
sdv-id-UqhFgT,SHIP_V_1065,530310,Industrial Chemicals,674,1446,974604,Port of London
sdv-id-vzpwJT,SHIP_V_1845,530310,Smartphones,131,1161,152091,Port of London
sdv-id-LRdYHP,SHIP_V_1819,854143,Solar Panels,405,308,124740,Southampton
sdv-id-GHLsWb,SHIP_V_1790,851713,Smartphones,22,1638,36036,Chittagong
sdv-id-uAfJlv,SHIP_V_1771,851713,Raw Jute,238,1029,244902,Port of London
sdv-id-dVcSJv,SHIP_V_1103,851713,Ready-made Garments,1436,1781,2557516,Southampton
sdv-id-IigWup,SHIP_V_1210,851713,Smartphones,620,1019,631780,Port of London
sdv-id-LzLXJc,SHIP_V_1853,610910,Ready-made Garments,138,1261,174018,Singapore
sdv-id-jbgQQr,SHIP_V_1778,854143,Smartphones,82,314,25748,Dhaka
sdv-id-tyTzhS,SHIP_V_1080,851713,Ready-made Garments,123,705,86715,Southampton
sdv-id-cKdjdv,SHIP_V_1720,851713,Smartphones,1138,1538,1750244,Singapore
sdv-id-RrlIrs,SHIP_V_1265,382499,Industrial Chemicals,107,537,57459,Singapore
sdv-id-PLNNkt,SHIP_V_1298,530310,Smartphones,891,1485,1323135,Southampton
sdv-id-gqpaBo,SHIP_V_1073,854143,Solar Panels,311,449,139639,Singapore
sdv-id-gmjjCK,SHIP_V_1134,382499,Industrial Chemicals,295,1505,443975,Dhaka
sdv-id-KJMYUw,SHIP_V_1286,530310,Raw Jute,1227,664,814728,Dhaka
sdv-id-ZNJRGy,SHIP_V_1556,530310,Industrial Chemicals,1386,375,519750,Port of London
sdv-id-EJjwTi,SHIP_V_1836,851713,Raw Jute,289,425,122825,Singapore
sdv-id-JNBzqc,SHIP_V_1796,382499,Industrial Chemicals,1578,1842,2906676,Dhaka
sdv-id-iOyZGg,SHIP_V_1404,530310,Smartphones,958,1963,1880554,Singapore
sdv-id-ScYYOG,SHIP_V_1168,610910,Ready-made Garments,893,996,889428,Port of London
sdv-id-FOxgaa,SHIP_V_1097,854143,Ready-made Garments,129,1389,179181,Southampton
sdv-id-NaibnR,SHIP_V_1610,530310,Raw Jute,27,1663,44901,Chittagong
sdv-id-FEyBGG,SHIP_V_1968,382499,Industrial Chemicals,1577,783,1234791,Southampton
sdv-id-dcGdMu,SHIP_V_1593,610910,Ready-made Garments,190,1958,372020,Dhaka
sdv-id-CSIVai,SHIP_V_1290,610910,Solar Panels,109,594,64746,Dhaka
sdv-id-ieSyIj,SHIP_V_1849,854143,Solar Panels,1102,351,386802,Singapore
sdv-id-wNZRzX,SHIP_V_1390,851713,Ready-made Garments,600,1625,975000,Dhaka
sdv-id-seniYn,SHIP_V_1161,382499,Raw Jute,941,1362,1281642,Port of London
sdv-id-GeVtgS,SHIP_V_1298,610910,Smartphones,13,1210,15730,Chittagong
sdv-id-omKDGd,SHIP_V_1153,382499,Raw Jute,241,1300,313300,Port of London
sdv-id-AyBfAi,SHIP_V_1743,851713,Raw Jute,90,1740,156600,Southampton
sdv-id-hrTCRy,SHIP_V_1308,610910,Raw Jute,470,413,194110,Port of London
sdv-id-NoDsiM,SHIP_V_1252,382499,Raw Jute,312,1858,579696,Southampton
sdv-id-MPAJRP,SHIP_V_1141,851713,Smartphones,718,143,102674,Dhaka
sdv-id-zWWPCL,SHIP_V_1444,382499,Raw Jute,1748,1443,2522364,Singapore
sdv-id-KMSBeL,SHIP_V_1266,851713,Smartphones,93,873,81189,Dhaka
sdv-id-WJAZrt,SHIP_V_1632,530310,Ready-made Garments,300,1964,589200,Dhaka
sdv-id-Nizrqo,SHIP_V_1781,851713,Industrial Chemicals,2169,1865,4045185,Chittagong
sdv-id-QSOYxn,SHIP_V_1716,610910,Solar Panels,347,517,179399,Port of London
sdv-id-BGvwbT,SHIP_V_1460,382499,Industrial Chemicals,1784,127,226568,Chittagong
sdv-id-akfEZk,SHIP_V_1961,610910,Smartphones,1999,929,1857071,Dhaka
sdv-id-QwPSnV,SHIP_V_1705,610910,Smartphones,505,942,475710,Dhaka
sdv-id-mMEGLG,SHIP_V_1886,854143,Ready-made Garments,522,1305,681210,Singapore
sdv-id-hDBJwU,SHIP_V_1338,610910,Solar Panels,287,367,105329,Port of London
sdv-id-jddOtF,SHIP_V_1641,382499,Raw Jute,951,1649,1568199,Port of London
sdv-id-uCSJyX,SHIP_V_1500,530310,Smartphones,2065,156,322140,Dhaka
sdv-id-mlAXvN,SHIP_V_1506,851713,Raw Jute,1215,293,355995,Dhaka
sdv-id-zSKlVv,SHIP_V_1366,610910,Smartphones,1185,1622,1922070,Port of London
sdv-id-DTBfNT,SHIP_V_1846,382499,Raw Jute,879,868,762972,Port of London
sdv-id-VrUsHf,SHIP_V_1215,851713,Solar Panels,309,1273,393357,Chittagong
sdv-id-kXomwb,SHIP_V_1857,382499,Ready-made Garments,1055,1314,1386270,Chittagong
sdv-id-CJarLZ,SHIP_V_1532,382499,Industrial Chemicals,2334,772,1801848,Chittagong
sdv-id-wTqSvy,SHIP_V_1048,851713,Smartphones,185,264,48840,Singapore
sdv-id-ZGKwpP,SHIP_V_1877,854143,Solar Panels,445,155,68975,Port of London
sdv-id-gpHMKV,SHIP_V_1807,530310,Raw Jute,1165,161,187565,Southampton
sdv-id-vOUElQ,SHIP_V_1732,530310,Industrial Chemicals,1448,399,577752,Port of London
sdv-id-MTSrPN,SHIP_V_1190,382499,Raw Jute,349,973,339577,Southampton
sdv-id-kApjnA,SHIP_V_1088,530310,Industrial Chemicals,177,729,129033,Southampton
sdv-id-iWTwqz,SHIP_V_1110,530310,Raw Jute,682,205,139810,Dhaka
sdv-id-zqTHCd,SHIP_V_1917,610910,Solar Panels,915,1928,1764120,Singapore
sdv-id-XijxNa,SHIP_V_1041,851713,Ready-made Garments,474,847,401478,Chittagong
sdv-id-QRbTzp,SHIP_V_1586,530310,Raw Jute,766,1400,1072400,Chittagong
sdv-id-tHXIIU,SHIP_V_1221,851713,Smartphones,448,1836,822528,Chittagong
sdv-id-dNnIqZ,SHIP_V_1473,382499,Industrial Chemicals,626,691,432566,Singapore
sdv-id-gFToQh,SHIP_V_1786,610910,Solar Panels,1099,1150,1263850,Chittagong
sdv-id-svqUTc,SHIP_V_1774,382499,Raw Jute,1187,1568,1861216,Southampton
sdv-id-BKRahQ,SHIP_V_1775,854143,Solar Panels,362,1241,449242,Port of London
sdv-id-VZCISa,SHIP_V_1345,530310,Smartphones,142,438,62196,Dhaka
sdv-id-mjbZcY,SHIP_V_1467,851713,Ready-made Garments,965,608,586720,Port of London
sdv-id-QjUrWa,SHIP_V_1692,851713,Smartphones,809,710,574390,Southampton
sdv-id-AUxQhR,SHIP_V_1752,610910,Smartphones,172,875,150500,Port of London
sdv-id-CPyVru,SHIP_V_1391,851713,Ready-made Garments,621,264,163944,Southampton
sdv-id-tofoLi,SHIP_V_1140,382499,Industrial Chemicals,3051,418,1275318,Chittagong
sdv-id-FEqtWV,SHIP_V_1899,610910,Ready-made Garments,718,489,351102,Dhaka
sdv-id-ojXuuX,SHIP_V_1289,854143,Solar Panels,118,618,72924,Southampton
sdv-id-BGmFVz,SHIP_V_1552,851713,Smartphones,787,1457,1146659,Dhaka
sdv-id-GTqHWQ,SHIP_V_1323,530310,Industrial Chemicals,9,1484,13356,Dhaka
sdv-id-qKwbfv,SHIP_V_1300,382499,Industrial Chemicals,1285,239,307115,Port of London
sdv-id-pajhPG,SHIP_V_1207,610910,Smartphones,280,471,131880,Singapore
sdv-id-tyLDzJ,SHIP_V_1013,530310,Raw Jute,193,789,152277,Southampton
sdv-id-rmDouO,SHIP_V_1062,851713,Smartphones,182,1045,190190,Southampton
sdv-id-OVVRFI,SHIP_V_1937,382499,Industrial Chemicals,284,318,90312,Port of London
sdv-id-IRjLAu,SHIP_V_1573,854143,Smartphones,549,796,437004,Dhaka
sdv-id-AbpJeG,SHIP_V_1322,530310,Smartphones,1026,1673,1716498,Singapore
sdv-id-nDsgbJ,SHIP_V_1805,851713,Raw Jute,345,1424,491280,Singapore
sdv-id-GuJxjb,SHIP_V_1680,851713,Smartphones,963,1091,1050633,Chittagong
sdv-id-eBooRk,SHIP_V_1837,851713,Raw Jute,961,794,763034,Dhaka
